kh-qx4ncshwrucb5_7amka	Chuck Norris is the only known mammal in history to have an opposable thumb. On his penis.
f0vaqb7XSz657d0AKDfOaw	Chuck Norris can kill people with a single thought. Too bad he overwhelms them with MILLIONS.
99uYVWvCScmdIz0LDIXtDQ	Chuck Norris relaxes in his acid bath to the soothing strains of Norwegian black metal.
vj0xoCxARX-BdVxH_NsaPQ	Chuck Norris is so fast, he can run around the world and punch himself in the back of the head.
wez-6CR2TfOH8OniIO3XyQ	CHUCK NORRIS ONLY COUNTS BACKWARDS WHY ? BECAUSE HE CAN
ysJrKjRsS--EBwgTKHZLTw	When life gives Chuck Norris lemons, he makes life apologize.
CEaF9GClQVuCM3N3JlSvsg	Chuck Norris just had an incredible threesome with Courtney Love and Yoko Ono.
uCkzD5dNTWmjJlvbsU7twQ	Chuck Norris could solve every division and subtraction problem since he started martial arts.
mZuSbE8USkKiHjbR7jwaoA	Chuck Norris regularly beats buskers to death with their own guitars.
eFDrEXsBSi-h8w0zdH5MHQ	Chuck Norris can turn even the safest firework into an instrument of mass destruction.
0ML0sQF1RjWZHk_g5mvlQQ	In chucktatorship you get to vote only once. But in Chuck Norris' chucktatorship he gets to vote as many times as he wants.
t9w91shhQo6RraAEYfspXw	MALIIEEENN!NN@!@!@ MAAAAAAALLKUIIIENEEENNENENNEN  palien jalien alien + jieioenriownefionwef makwes a jeusus dack sucking cock fag hrawrawrygyub nah man  Chuck Norris is so kool dat w3n h3 g3ts h0rn3y h3 k1ll5 5000 p30pl3s
8M2MppQuTGGKpoPOX0esUw	Chuck Norris does not need hair dye, he scares it back to it's original color
SkRVngB5ThuCB5ms9M7fpA	Chuck Norris is basically a giant throbbing pair of testicles with a cowboy hat and beard.
tATUgSQsQ6Oi4BBNCVOEUQ	Chuck Norris fought the law. Guess who the fuck won.
FS-1nOdRR9-nRu8KsjpE5Q	Chuck Norris invented bacon by throwing a pig through a chain-link fence.
OZBB8K72ThueyzGJl7uIwA	I carry a gun on my hip because Chuck Norris is too heavy.
8th7jBXETGCayqIoY-8p7Q	The people you see with brown teeth were in a room when Chuck Norris farted.
esHjeiRMS8SafK4lABg1jw	Thanksgiving was fist celebrated by the Pilgrims near Plymouth Rock in 1621 because they were thankful that Chuck Norris wasn't there to kick thier ass.
2eVjkYtCTeiGjb3DiSw6zQ	There is great debate over whether The Book Of Chuck (written by Chuck Norris in 1989) should be included in the Bible. It mostly contains stories of Norris' sexual conquests and his overall  Godliness, but the occasional philosophy contained within easily renders the rest of the books  obsolete.
0PvaPGmKSNuRXLQPYiAiOQ	Those who say you can't unring a bell never met Chuck Norris.
jb1EVRm6RZCqhCVyBftbOQ	If Chuck Norris gave you a back rub, the coroner would swear you swallowed a hand grenade.
iLZfXjAVQCWcldPchDKZUw	If Chuck Norris EVER wants to see you talk, he will ram his arm up your ass and work your mouth like a puppet.
Hpuq-8ohR2KI-L6Otc3Jig	Chuck Norris once took a crap on a crap table.. and won nine million dollars.
CVsAelauRC2x0u4G_s3z2g	Chuck Norris talked to himself in his mother's womb.
-tcMhGBVSYqiAThUP3FYVw	Chuck Norris has a hemorrhoid the size of a bowling ball. He's been so busy kicking ass that hasn't even noticed it yet.
hpves7kxrm68d_rvcuuivg	Chuck Norris does infinit loops in 4 seconds.
q3pG5oY-SMOhgah3n_ErLw	If you see Chuck Norris at a picnic, beware: Chuck Norris can decapitate anyone at any time with a flying paper plate.
lF4VhsA6QH2-rdJpKFdTCg	Chuck Norris was once asked if he liked soccer.   The last thing the questioner ever saw was Chuck's boot just before his decapitation.
LQ2DCqlyQeie32ovFUf4Mg	If u spell CHUCK NORRIS without capitalizing his letters he'll wil roundhouse kick you 230,000,000 times less then a half a second and the only this u will see is your body in a coffin. It is a good thing that I capitalized his
6Ycdt917RDm1LDhOvsD9OA	A cop stopped Chuck Norris for speeding. When he realized what he had done, the cop wrote himself a ticket for Contempt of Chuck Norris.
LZEhHlCIQvukRVWNWFLrXA	Chuck Norris kills only on days that end with "y"
43r3uoa5SiuCliT44DdJow	When Chuck Norris round house kicked hulk hogan he turned into Britney spears and got sent to the seventh dimension that is power ful
urzvrrpnttmipfzzpkvblq	Chuck Norris doesn't need to use AJAX because pages are too afraid to postback anyways.
PsdLjHSHTUORvMzUNsha0g	I KILLED CHUCK NORRIS! lol just kidding, Chuck Norris killed me.
Ol7c0HG_TkuP7eFSl4dLFQ	Chuck Norris' favorite video is the tape from the movie "the ring" Ironically, if you watch the movie "sidekicks", and dont like it, Chuck Norris will roundhouse kick you and when they find your corpse, your face will look the same as the people who died from watching the tape in "the ring".
FvM1qRDwTRG91y1hYNOXKw	Chuck Norris is his own grandpa
khcbmvvcqbqwovme9bq4rq	Chuck Norris crossed the road. No one has ever dared question his motives.
jDKYcZRwTVmHmOt1mDs-2w	Ice doesn't melt in the Sun,Chuck Norris melts it with his.....MIND!
IvilmxMHQLOYOJGMhVKb1Q	Fear of spiders is Arachnophobia Fear of tight spaces is Claustrophobia Fear of love is Philophobia Fear of gravity is Barophobia Fear of time is Chronophobia Fear of ideas is Ideophobia Fear of speed is Tachophobia Fear of Chuck Norris is called Chuckophobia HAHA just kidding. Fear of Chuck Norris is called logic.
cYgIYjUdRYu560pQe9Prgw	Chuck Norris is so awesome when he touches your house it burns down.
pjn5_xznqmi8tjef92gtva	Chuck Norris likes his ice like he likes his skulls: crushed.
ughqsstqtmihbbknicskaq	Chuck Norris does not need try-catch blocks, exceptions are too afraid to raise.
jGuzvQFVTz2tLm32iLIeaA	Chuck Norris's wife uses insurance provided birth control pills. Wonder why Rush Limbaugh didn't call her a slut?
kHZY5TcPSiCTfEQLjw1muQ	Wilt Chamberlain claimed to have slept with 20,000 women in his life, or only 1.8 billion less than Chuck Norris.
a1N-fvVQRbCpEqtCVb3bvg	Chuck Norris only smokes cigars after making love. He's a forty-a-day man.
IC_qnimEQkCr13w2WfdNeg	The ten commandments abide to everyone except Chuck Norris because there is no superior to him
nWDGC-ftReK71GV2lrK1gQ	Chuck Norris always flips the script. That's the only reason why he doesn't get more movie roles.
PFlFeJWHTIuHaQmQ2mhzyA	Taco Bell quiere Chuck Norris
5FzyZmp1RHu7nFZ68RyTkA	Chuck Norris invented the word "kill" as well as other words like "die", "beer" and "cunnilingus".
LkCUKcLDTFaMWGEf1tg0zg	On June 7th 1994, Chuck Norris entered the same restaurant supermodel Cindy Crawford was eating at. Instinctively, Cindy swept everything off the table, threw herself on it in a fit of lust, and begged Chuck to ravish her. After Chuck finished his beer, he obliged her. When Chuck's magnificent lead sperm cannoned into Cindy's womb it went straight to one of her ovaries and roared, "Which one of you servile wenches thinks you can handle getting split open by the Chuck!?" All of the eggs cowered in the corner. The same thing happened at the other ovary. "I didn't fucking think so!" shouted the lead sperm which then lead the rest of the troops back into Chuck's balls. Chuck pulled out; roundhouse kicked Cindy in the face and told her, "Don't ever waste my time again."
6VD662gkTBGLYHqTW_zF6A	Too much love will NOT kill you, eevery time but a Chuck Norris roundhouse kick to the face will kill you. Eevery time.
HIS_g_nJQeO0e2f_ocdY9g	Chuck Norris is the only person on earth who can make a mullet look cool.
di3kL1L1RtC9ejtOoUAQNA	Chuck Norris once roundhouse kicked Mr Lawrence Thread so hard all that was left of his name was Mr T.
IQQ4mZYIQXqu7tsrW_DCzw	Chuck Norris' erections hum.
OHXHN2LwS_qDSe0klSMtKg	Chuck Norris was never born. he roundhouse kicked his way out of his mothers whom and proceded on kicking the rest of the doctors to.
e0qejf_zqjumu4rpg1huua	Fear is not the only emotion Chuck Norris can smell. He can also detect hope, as in "I hope I don't get a roundhouse kick from Chuck Norris."
GBR0v5oRTRamdghZFUi50g	Chuck Norris killed the submitter of joke #1868 while the submitter was writing it because of what the joke said.
15glB4vcTXeRk6-WE_llgQ	If you piss off Chuck Norris enough, he will knock your ass out, pull your eyelashes down far enough to hook them on your toenails and play you like a banjo.
7Ozov-CWR0erDeszZHME9g	Who let the dogs out? Chuck Norris. He them proceeded to roundhouse kick each and every one of them.
qEDpbndDQlCaGLb2KYm50g	Prior to contrary belief, the Red Sea was actually parted by Chuck Norris.
Vju379FXTsK1D0M6nxewjg	If someone says, nobodys perfect, Chuck Norris takes that as a personal insult.
9y7m4lGSTm6frWvcXIQKDA	Nobody knows how many fingers Chuck Norris has on each hand because no one can tell before they die.
5DExWFdORkiBvr6uIimQCA	Chuck Norris once threw a Kenworth into the Pacific Ocean. It became known as Octopus Prime.
tjq8lv6lqi-uoo5cxiu2oa	Chuck Norris can be unlocked on the hardest level of Tekken. But only Chuck Norris is skilled enough to unlock himself. Then he roundhouse kicks the Playstation back to Japan.
c-hMmlSXQHyzvSAYdITpzw	Chuck Norris eats steel and craps samurai swords, which he throws away because Chuck Norris dont need weapons for mass destruction
uTK2OwUPRQu5yHihN2rzCQ	Little known fact: the Internet would've shut down from lack of interest around 2005 if it wasn't for Chuck Norris facts.
ltdXW7GfSn61Q8mnBPSYdQ	When Chuck Norris makes love to a woman, the Earth literally moves for her, at least at 3.5 on the Richter Scale.
RZ6mRZmwQl-0yo_Rlkz9_A	Chuck Norris is your father!
gSktcXdcRJCIZUXnAdUL6w	The only time Chuck Norris ever made a mistake was when he was writing about killing a squadron of ninjas. As he was writing that he 'owned' them, his finger slipped and wrote 'pwned' instead. It immediately became an official, widely-used term.
s-HkCaTdQ72LlkHUnyBmFQ	After watching the movie 'Titanic', Chuck Norris had tears in his eyes. Tears of laughter.
pattwbdusdgzo753xnhyxw	Science Fact: Roundhouse kicks are comprised primarily of an element called Chucktanium.
vi54WtnWTgeqLNKX_yFPYw	Chuck Norris grows his crops on solid concrete,and they are twice the size of ground grown crops.
DNQYVexERpCd8BgkekVUIw	Chuck Norris gets ever so slightly more healthy and strong with each cigar.
vugxeryxthmn186raqgnng	When Chuck Norris is web surfing websites get the message "Warning: Internet Explorer has deemed this user to be malicious or dangerous. Proceed?".
pL01aL9TR8aVca0_r7ODOA	chinese people are always squinting there eyes because there afraid if they open them they'll see Chuck Norris
1OnckJtaQreIMgp1z5wSlA	Chuck Norris created girafes wen he uppercutted a horse
fcEug2BcRqOqdAOOQYnE3g	Chuck Norris' ringtone is considered a weapon of mass destruction.
CeR0HRkXTlS5NHwQUriXMA	In 1978, a suicidal man,convinced that insulting Chuck Norris would result in instant death, walked right up to him and called him 'Shmuck Novice' to his face. You don't wanna know what is still happening to him.
DGRd2sdlTMqo4dujDYSxIA	Anthrax is reverse-engineered from Chuck Norris' white blood cells and was originally called Chuckthrax.
yBCMxnPmTVW3xezu4Csd9g	Converse were originally called Chuck Norris...not Chuck Taylor.
g5qufmrbrog5pibxtso_qq	Chuck Norris can win at solitaire with only 18 cards.
G6OetY_lTQep931dd_z10g	"Doom" -- 1) a popular video game. 2) Your inevitable fate if you fight Chuck Norris.
HJzA3JzQQuKXbjcz0gyURg	The film Hellbound is actually a documentary. Satan has, in fact, been dead since 1994, when Chuck Norris roundhouse kicked him.
qZZjZfszSsa9Axf67Ok-tw	Chuck Norris is all about that roundhouse kick, bout that roundhouse kick. No punches.
XvhvQJ7JRhG_uSo7-bXLdA	Chuck Norris was once caught without a ticket on the train. The inspector was fined $110.
TmWVCQCqR76NgCwkfW-ULQ	Chuck Norris has so many friends on facebook, he needs 3 accounts
cp9n0jcptxm266odz7cbow	Chuck Norris once won a game of connect four in 3 moves.
tNcWDyu8T8yELPKmTYEMIQ	Chuck Norris won every leg of the Tour de France by pedaling a unicycle backwards so he could view the face of every second place finisher.
g5KVHJRNTB-lkFumEj2EcA	Chuck Norris once created a rugskin bear.
C63WgzqCSimQO_Ms9466NA	The last time Chuck Norris farted, Steven Seagal was born
vSTlm5PCSJCA3BYMSADlFQ	Steve Jobs gave a free iPad to Chuck Norris as a token of goodwill. Chuck Norris instantly rammed the device up Jobs' anus for insulting his unquestionable masculinity.
VYGU0m_BQrS2GhD_TRjZiw	Chuck Norris can ice skate with roller blades
ZaRFhCQAR0W9l-Zw8eCRww	Chuck Norris roundhoused a guy so hard he starved to death before he stopped sliding.
1E9byju0S0WhWNdXe1LViA	Chuck Norris was once in a crowded elevator when it suddenly stopped. Norris immediately climbed up through the the hatch in the ceiling, grabbed onto the cable, pointed his assult rifle at the pulley, then looked up and said 'there is no spoon. There is only Norris.'
o46rlpv8Sgyewwmk-iaptA	There was supposed to be a Office 2008 but the spell check on word failed to capitalize Chuck Norris's name so he round house kicked it out of existence.
3vZfMm39StWdV7WQDxGXjQ	Chuck Norris once made an egg lay a chicken.
IcHMW3lmSLuc3uq8QW2eJQ	There were originally 11 commandments. Unfortunately Moses did not catch the last. 'Thou shalt not fuck with Chuck Norris.'
L_2liUb1Tb2_DTJkmLbllg	When economic crisis comes, you should know that Chuck Norris is playing Monopoly.
RvPofpJBRSWAA7_Ce6LlWw	At birth, Chuck Norris immediately excised his parasitic twin, instantly roundhouse kicked his ass and threw him out the 10th story hospital room. We now know the parasitic twin as PeeWee Herman.
m03FVCPQQFGTReVeruaZMQ	Chuck Norris can tug on Superman's cape. Chuck Norris can spit into the wind. Chuck Norris can pull the mask off the old Lone Ranger, and he can mess around with Jim.
q5BnPeGbS6K_hCTaMuL6BA	Chuck Norris does not dream.
0zMEbv0yTf6aVw1darYxWg	Before snapping your neck, Chuck Norris will tell you the best shampoo you should have used.
Yf-VFCv2SLqqecPCly-XXA	The upcoming debut album by the Chuck Norris Experience is expected to become the highest-selling album of all time.
RWl73nz5QnqhCjE8JQyKaQ	Chuck Norris can walk into some asshole's house, murder everyone inside, then have a massive KFC feast and an orgy and walk out without leaving a single strand of DNA.
4pmKry_xQp6M1oEFfDuhAA	Allstate may protect you from mayhem, but it is useless against Chuck Norris.
8UNnN1pqT7ezT-XeVAdH8w	I put Chuck Norris into an online anagram generator and only got one anagram - "Don't rearrange these letters or else Chuck Norris will rearrange your face."
fOnb-u25TKWg-DpACzFFtw	Chuck Norris doesn't get frostbite, Chuck Norris bites the frost.
2p5LuzbYS5mvJp4Qb7BcFw	If you spell "Chuck Norris" while playing Scrabble - you win. Forever.
8v5knlXfS1qMPqrzEwRa0A	Hammertime does not stop Chuck Norris
WzSTX5RdTcS6IBrbk_OlNw	Chuck Norris is the best cop ever. Why? He can roundhouse-kick criminals straight to jail.
0jAv-lTCQ6umue4KbZSFEw	Chuck Norris's Car doesn't have any indicators.
g2VyyjIoTGOU1DVw_JnJ_w	Chuck Norris can sneeze with his eyes open.
Ph-efwMsR0qU48CAmX6Zyw	Chuck Norris once demonstrated CPR, and actually brought the dummy to life.
KOaqrHmKQgiKfzHIF_q4JA	Chuck Norris doesn't believe in god, god believes in Chuck Norris.
6FiYzbXdTYS0T-EkesMHDA	Chuck Norris won American idol using only sign language.
fX5GnZ1fQ1ypJUvsWzFV3Q	Chuck Norris' tongue is actually an atypical proboscis which he has adapted to absorb the last few drops of liquid & foam from the bottom of his beer cans.
byzG0w0zSN6P8HeuIqWsiQ	Chuck norris ass can make his farts sound like a beautiful symphony
ExcA6hOLS7u3KtE60k2f1Q	Chuck Norris destroyed my mommy.
e3LIzf2VQiSTWHqYqT5xXw	I made an error for 5720. The world will not end, to probably everyone's relief. Here is the corrected version:  Chuck Norris can tgjiethgrvljhjdhntsrndkhjdkhkfghbjrdsnhwedjkwbnjdfss HAAAAAAAAAAAAAAAAAACK! STOP! PLEASE! I BEG UH   He died. I knew what he was going to say. It's super secret. If anyone knows, they die. Oh, and he was using this software called "Dragon": it's a speech-to-text device. - Chuck Norris
nRWtpc7HQ6udy1xqucRurg	Chuck Norris said he will give the Jews something to cry about if they don't stop milking the holocaust and get the fuck over it.
ot1bq3lrt_23uwmakbba3g	When Chuck Norris plays Oregon Trail, his family does not die from cholera or dysentery, but rather, roundhouse kicks to the face. He also requires no wagon, since he carries the oxen, axels, and buffalo meat on his back. He always makes it to Oregon before you.
qKD7tSh9T5GNv7l87XVpVQ	Chuck Norris can drive a pop-up camper.
ms6ZF5LvTquJ1wOMQhBcRA	Long time ago Chuck Norris sneeze. That's how created the Big Bang.
dI2px8o7Qdetg6ZQf5Igmw	Old Spice uses Chuck Norris bodywash
yg5hf4TbTQicAG3ewkfoWQ	Chuck Norris once turned Medusa to stone
2V8XAb-OS3GZh9rnYUHLXw	Chuck Norris is the only person on earth who can 'chuckle'
fmn8WvwsTUyrcVSX-SKMaA	The only reason Chuck Norris graduated third grade is because one of his ex wives was teaching the class.
iTACqUclRay-Vo6msppPMw	Chuck Norris once played chicken with a train in an underground tunnel and won.
Lan5Xr99SEKTvHkVA63JTg	The Gracie Family taught Chuck Norris the Brazilian Jiu-Jitse style of fighting. Chuck Norris also likes to work out the the Machado Brother who are related to the Gracie by marriage. Now the Brazilian style of Jiu-Jitsu is part of Chuck Nooris Chun Kuk Do fighting style.
